X,Y,Concentration_Ground
-960.0,-820.0,4.186950428542684e-09
-960.0,-800.0,6.928439363874212e-09
-960.0,-780.0,1.1345201468116197e-08
-960.0,-760.0,1.8376647760993782e-08
-960.0,-740.0,2.9432710873790145e-08
-960.0,-720.0,4.659435675907482e-08
-960.0,-700.0,7.287891464192529e-08
-960.0,-680.0,1.1257963270484445e-07
-960.0,-660.0,1.716833945554222e-07
-960.0,-640.0,2.583602314022147e-07
-960.0,-620.0,3.8350176943609716e-07
-960.0,-600.0,5.612622036513444e-07
-960.0,-580.0,8.095250990054228e-07
-960.0,-560.0,1.150184599076701e-06
-960.0,-540.0,1.6090956457162775e-06
-960.0,-520.0,2.2155232222821483e-06
-960.0,-500.0,3.0009174456531924e-06
-960.0,-480.0,3.996873618922129e-06
-960.0,-460.0,5.232217202215608e-06
-960.0,-440.0,6.729290254255189e-06
-960.0,-420.0,8.499703311407427e-06
-960.0,-400.0,1.0540031918075027e-05
-960.0,-380.0,1.282813618919885e-05
-960.0,-360.0,1.5320903628360813e-05
-960.0,-340.0,1.795419407526076e-05
-960.0,-320.0,2.0645552185876582e-05
-960.0,-300.0,2.3299840603864997e-05
-960.0,-280.0,2.5817390648762633e-05
-960.0,-260.0,2.8103683902177364e-05
-960.0,-240.0,3.007912216876986e-05
-960.0,-220.0,3.168726033791973e-05
-960.0,-200.0,3.290004954700488e-05
-960.0,-180.0,3.371915032326232e-05
-960.0,-160.0,3.417310962620203e-05
-960.0,-140.0,3.4310970047703014e-05
-960.0,-120.0,3.419350740067119e-05
-960.0,-100.0,3.388364115511512e-05
-960.0,-80.0,3.343758313870951e-05
-960.0,-60.0,3.2898021149401934e-05
-960.0,-40.0,3.229017104073362e-05
-960.0,-20.0,3.1620989508284445e-05
-960.0,0.0,3.088132542280626e-05
-960.0,20.0,3.0050376688468133e-05
-960.0,40.0,2.9101555865320388e-05
-960.0,60.0,2.8008765649790754e-05
-960.0,80.0,2.675213635926896e-05
-960.0,100.0,2.5322456125220157e-05
-960.0,120.0,2.3723792070046212e-05
-960.0,140.0,2.197411063377899e-05
-960.0,160.0,2.0104008354822906e-05
-960.0,180.0,1.81539163638145e-05
-960.0,200.0,1.6170309828862377e-05
-960.0,220.0,1.4201521574149635e-05
-960.0,240.0,1.2293729565379066e-05
-960.0,260.0,1.0487579684479952e-05
-960.0,280.0,8.815747773932187e-06
-960.0,300.0,7.301571547959731e-06
-960.0,320.0,5.958723650544769e-06
-960.0,340.0,4.791773640329841e-06
-960.0,360.0,3.797410143981668e-06
-960.0,380.0,2.966065686401908e-06
-960.0,400.0,2.2836986139882717e-06
-960.0,420.0,1.73352719096023e-06
-960.0,440.0,1.2975670853665764e-06
-960.0,460.0,9.57883048732462e-07
-960.0,480.0,6.975195227213478e-07
-960.0,500.0,5.011176083359951e-07
-960.0,520.0,3.5525508147102413e-07
-960.0,540.0,2.48562336165062e-07
-960.0,560.0,1.71672392699817e-07
-960.0,580.0,1.1706034256752147e-07
-960.0,600.0,7.881983315233218e-08
-960.0,620.0,5.24140580580886e-08
-960.0,640.0,3.4428226432950596e-08
-960.0,660.0,2.234096733379858e-08
-960.0,680.0,1.432430118372923e-08
-960.0,700.0,9.075918706721142e-09
-960.0,720.0,5.683460657900375e-09
-960.0,740.0,3.5180142588342352e-09
-960.0,760.0,2.152782587602558e-09
-960.0,780.0,1.302488632085405e-09
-960.0,800.0,7.792378423318638e-10
-960.0,820.0,4.6103766411840536e-10
-960.0,840.0,2.697828102840358e-10
-960.0,860.0,1.561440718476715e-10
-960.0,880.0,8.937751890682131e-11
-960.0,900.0,5.056640093905455e-11
-960.0,920.0,2.8209845949931546e-11
-960.0,940.0,1.538460515322784e-11
-960.0,960.0,7.939818620022836e-12
-960.0,980.0,3.3538431515353106e-12
-960.0,1000.0,0.0
-940.0,-1000.0,0.0
-940.0,-980.0,9.080207300281576e-11
-940.0,-960.0,2.110066170644804e-10
-940.0,-940.0,3.984969686091109e-10
-940.0,-920.0,7.102001534250443e-10
-940.0,-900.0,1.2372068536192654e-09
-940.0,-880.0,2.1277507886453782e-09
-940.0,-860.0,3.6226878244822265e-09
-940.0,-840.0,6.1100671883427435e-09
-940.0,-820.0,1.0208061212769645e-08
-940.0,-800.0,1.688899105338418e-08
-940.0,-780.0,2.7661433618334337e-08
-940.0,-760.0,4.483221020552706e-08
-940.0,-740.0,7.187491185679075e-08
-940.0,-720.0,1.1393550137467297e-07
-940.0,-700.0,1.7850678342541457e-07
-940.0,-680.0,2.7629968949623673e-07
-940.0,-660.0,4.2232708550400224e-07
-940.0,-640.0,6.371912272377842e-07
-940.0,-620.0,9.48525013562111e-07
-940.0,-600.0,1.3924767422239912e-06
-940.0,-580.0,2.0150477498682355e-06
-940.0,-560.0,2.872996668099255e-06
-940.0,-540.0,4.0339251574621676e-06
-940.0,-520.0,5.575079770466219e-06
-940.0,-500.0,7.580375381604598e-06
-940.0,-480.0,1.0135207774027637e-05
-940.0,-460.0,1.3318817639787433e-05
-940.0,-440.0,1.7194324196106977e-05
-940.0,-420.0,2.1797061753272226e-05
-940.0,-400.0,2.7122473962458577e-05
-940.0,-380.0,3.3115430745042605e-05
-940.0,-360.0,3.966325426347416e-05
-940.0,-340.0,4.65947670340458e-05
-940.0,-320.0,5.368713787816739e-05
-940.0,-300.0,6.068114943304787e-05
-940.0,-280.0,6.730388320851499e-05
-940.0,-260.0,7.329605832661586e-05
-940.0,-240.0,7.84398471252876e-05
-940.0,-220.0,8.258239001266019e-05
-940.0,-200.0,8.56507174522684e-05
-940.0,-180.0,8.76553155545074e-05
-940.0,-160.0,8.868177433898452e-05
-940.0,-140.0,8.887226096033465e-05
-940.0,-120.0,8.84003859654304e-05
-940.0,-100.0,8.744398373186064e-05
-940.0,-80.0,8.616029456817334e-05
-940.0,-60.0,8.466716600142824e-05
-940.0,-40.0,8.303249879010781e-05
-940.0,-20.0,8.127260278902992e-05
-940.0,0.0,7.935869665142701e-05
-940.0,20.0,7.722968158278215e-05
-940.0,40.0,7.480864158064501e-05
-940.0,60.0,7.202029143973749e-05
-940.0,80.0,6.880677477733916e-05
-940.0,100.0,6.513973310453587e-05
-940.0,120.0,6.102731858814962e-05
-940.0,140.0,5.6515681345659014e-05
-940.0,160.0,5.168529341302341e-05
-940.0,180.0,4.664315445046427e-05
-940.0,200.0,4.1512369539446405e-05
-940.0,220.0,3.642075512710587e-05
-940.0,240.0,3.1490025670864094e-05
-940.0,260.0,2.6826796763623097e-05
-940.0,280.0,2.251619564981111e-05
-940.0,300.0,1.8618390634206633e-05
-940.0,320.0,1.5167919337717196e-05
-940.0,340.0,1.21753696318004e-05
-940.0,360.0,9.630773460333149e-06
-940.0,380.0,7.508011155706179e-06
-940.0,400.0,5.769569515621168e-06
-940.0,420.0,4.371116407877914e-06
-940.0,440.0,3.265511176326638e-06
-940.0,460.0,2.406031422385382e-06
-940.0,480.0,1.7487393171911318e-06
-940.0,500.0,1.254020858786429e-06
-940.0,520.0,8.874048068151894e-07
-940.0,540.0,6.198065762296954e-07
-940.0,560.0,4.273525112590753e-07
-940.0,580.0,2.9092983815500583e-07
-940.0,600.0,1.9558530128514787e-07
-940.0,620.0,1.2986788992553326e-07
-940.0,640.0,8.518326201454145e-08
-940.0,660.0,5.5202729624700355e-08
-940.0,680.0,3.5349653686924054e-08
-940.0,700.0,2.2371252674599323e-08
-940.0,720.0,1.3993808628156971e-08
-940.0,740.0,8.653261708526451e-09
-940.0,760.0,5.290268644744026e-09
-940.0,780.0,3.1980350116996293e-09
-940.0,800.0,1.911822846403501e-09
-940.0,820.0,1.1303661772262585e-09
-940.0,840.0,6.610572868474817e-10
-940.0,860.0,3.8241017461326156e-10
-940.0,880.0,2.1880055078517421e-10
-940.0,900.0,1.2374715183645592e-10
-940.0,920.0,6.901811493935991e-11
-940.0,940.0,3.763329169459313e-11
-940.0,960.0,1.9420040294105498e-11
-940.0,980.0,8.20275169944933e-12
-940.0,1000.0,0.0
-920.0,-1000.0,0.0
-920.0,-980.0,2.1666308861241147e-10
-920.0,-960.0,5.025675431846597e-10
-920.0,-940.0,9.46755257343231e-10
-920.0,-920.0,1.6827290869602425e-09
-920.0,-900.0,2.923765322400244e-09
-920.0,-880.0,5.016637854780301e-09
-920.0,-860.0,8.52471479559585e-09
-920.0,-840.0,1.435609558755745e-08
-920.0,-820.0,2.3958972779123342e-08
-920.0,-800.0,3.9614977214737335e-08
-920.0,-780.0,6.487195297039913e-08
-920.0,-760.0,1.051700465482217e-07
-920.0,-740.0,1.6872808616051012e-07
-920.0,-720.0,2.6776872439602057e-07
-920.0,-700.0,4.201668474649471e-07
-920.0,-680.0,6.516003666288562e-07
-920.0,-660.0,9.982574278749536e-07
-920.0,-640.0,1.5100989359007e-06
-920.0,-620.0,2.25457871728923e-06
-920.0,-600.0,3.3205756710993235e-06
-920.0,-580.0,4.82208839725403e-06
-920.0,-560.0,6.900990019760991e-06
-920.0,-540.0,9.727864983333376e-06
-920.0,-520.0,1.3499702358956501e-05
-920.0,-500.0,1.843308413965141e-05
-920.0,-480.0,2.4751592665449558e-05
-920.0,-460.0,3.2666592060526035e-05
-920.0,-440.0,4.2351417808430236e-05
-920.0,-420.0,5.391036788128283e-05
-920.0,-400.0,6.734562393430707e-05
-920.0,-380.0,8.252704674205104e-05
-920.0,-360.0,9.917118911511805e-05
-920.0,-340.0,0.00011683622736568115
-920.0,-320.0,0.000134938259923772
-920.0,-300.0,0.00015279131007579286
-920.0,-280.0,0.00016966872023953518
-920.0,-260.0,0.00018487842014414558
-920.0,-240.0,0.000197840247648202
-920.0,-220.0,0.00020815156445026103
-920.0,-200.0,0.00021562873271081296
-920.0,-180.0,0.00022031649670834142
-920.0,-160.0,0.00022246380335162852
-920.0,-140.0,0.0002224713158679711
-920.0,-120.0,0.00022082106240114545
-920.0,-100.0,0.0002180011701774011
-920.0,-80.0,0.00021443822734540805
-920.0,-60.0,0.00021044705689686303
-920.0,-40.0,0.00020620359407492702
-920.0,-20.0,0.00020174218211010272
-920.0,0.0,0.00019697475180229613
-920.0,20.0,0.00019172650543970946
-920.0,40.0,0.00018578107321118813
-920.0,60.0,0.00017892764507804068
-920.0,80.0,0.00017100318015009238
-920.0,100.0,0.00016192425554301866
-920.0,120.0,0.0001517051650083537
-920.0,140.0,0.00014046118560469146
-920.0,160.0,0.00012839814555593246
-920.0,180.0,0.00011579122376318138
-920.0,200.0,0.00010295705340143446
-920.0,220.0,9.022358178928159e-05
-920.0,240.0,7.790179470473405e-05
-920.0,260.0,6.626250874110897e-05
-920.0,280.0,5.5520210135166846e-05
-920.0,300.0,4.582462970913951e-05
-920.0,320.0,3.7259610816381636e-05
-920.0,340.0,2.9847996997901447e-05
-920.0,360.0,2.3560799510787956e-05
-920.0,380.0,1.832878632695735e-05
-920.0,400.0,1.4054793705202393e-05
-920.0,420.0,1.0625402190462177e-05
-920.0,440.0,7.92104201446659e-06
-920.0,460.0,5.824015241028172e-06
-920.0,480.0,4.224285576898956e-06
-920.0,500.0,3.02316033617515e-06
-920.0,520.0,2.1351645801644732e-06
-920.0,540.0,1.4884936856278467e-06
-920.0,560.0,1.024445938083516e-06
-920.0,580.0,6.96203123308507e-07
-920.0,600.0,4.6726540105835175e-07
-920.0,620.0,3.0977417753639183e-07
-920.0,640.0,2.0288561558548054e-07
-920.0,660.0,1.3129544201850222e-07
-920.0,680.0,8.396643485530303e-08
-920.0,700.0,5.3074057710233603e-08
-920.0,720.0,3.3161933879069075e-08
-920.0,740.0,2.048502864446905e-08
-920.0,760.0,1.2512050447919613e-08
-920.0,780.0,7.557348623761474e-09
-920.0,800.0,4.514514376516272e-09
-920.0,820.0,2.6674822645436093e-09
-920.0,840.0,1.5591304788276167e-09
-920.0,860.0,9.01521004581396e-10
-920.0,880.0,5.156320058736428e-10
-920.0,900.0,2.915501188007664e-10
-920.0,920.0,1.6258018539043413e-10
-920.0,940.0,8.864193862151983e-11
-920.0,960.0,4.5741183933145945e-11
-920.0,980.0,1.9320628874504228e-11
-920.0,1000.0,0.0
-900.0,-1000.0,0.0
-900.0,-980.0,5.076742140554382e-10
-900.0,-960.0,1.1751168095124527e-09
-900.0,-940.0,2.207264760870411e-09
-900.0,-920.0,3.910445448649912e-09
-900.0,-900.0,6.7728531780181385e-09
-900.0,-880.0,1.1587031272862791e-08
-900.0,-860.0,1.9639553660281885e-08
-900.0,-840.0,3.300413075947866e-08
-900.0,-820.0,5.498979200328531e-08
-900.0,-800.0,9.08163713662573e-08
-900.0,-780.0,1.4861562453658364e-07
-900.0,-760.0,2.408874477664039e-07
-900.0,-740.0,3.8657474096151383e-07
-900.0,-720.0,6.139527167863051e-07
-900.0,-700.0,9.645502803955908e-07
-900.0,-680.0,1.4983186927154927e-06
-900.0,-660.0,2.300216127221133e-06
-900.0,-640.0,3.488259784181596e-06
-900.0,-620.0,5.222879441888758e-06
-900.0,-600.0,7.717057803836329e-06
-900.0,-580.0,1.1246243744216204e-05
-900.0,-560.0,1.6156379015663522e-05
-900.0,-540.0,2.2867635669001208e-05
-900.0,-520.0,3.187073512693799e-05
-900.0,-500.0,4.3712210496430214e-05
-900.0,-480.0,5.8964971139268665e-05
-900.0,-460.0,7.818138700901144e-05
-900.0,-440.0,0.0001018281737645113
-900.0,-420.0,0.0001302058236733766
-900.0,-400.0,0.00016336004369189627
-900.0,-380.0,0.0002009979360591971
-900.0,-360.0,0.00024242614277996503
-900.0,-340.0,0.00028653001998714894
-900.0,-320.0,0.000331810254135424
-900.0,-300.0,0.0003764851455643128
-900.0,-280.0,0.0004186537199490703
-900.0,-260.0,0.00045649963883984617
-900.0,-240.0,0.0004885029401532723
-900.0,-220.0,0.0005136205048590849
-900.0,-200.0,0.0005313996806218255
-900.0,-180.0,0.0005420024557646142
-900.0,-160.0,0.0005461364731648154
-900.0,-140.0,0.0005449085407314399
-900.0,-120.0,0.0005396308150291623
-900.0,-100.0,0.0005316162360954668
-900.0,-80.0,0.0005219976812948489
-900.0,-60.0,0.000511596722173743
-900.0,-40.0,0.000500856021940742
-900.0,-20.0,0.0004898373749062904
-900.0,0.0,0.00047827730026288974
-900.0,20.0,0.0004656850152135893
-900.0,40.0,0.0004514637730087084
-900.0,60.0,0.00043503576576253635
-900.0,80.0,0.0004159526651411909
-900.0,100.0,0.0003939778809443201
-900.0,120.0,0.0003691320825771965
-900.0,140.0,0.0003416996193032132
-900.0,160.0,0.00031219927376243046
-900.0,180.0,0.0002813274305858186
-900.0,200.0,0.0002498846090523957
-900.0,220.0,0.00021869712702468936
-900.0,240.0,0.0001885445652099603
-900.0,260.0,0.00016010115690164627
-900.0,280.0,0.00013389590708080658
-900.0,300.0,0.00011029284160656406
-900.0,320.0,8.948987636374661e-05
-900.0,340.0,7.153273921444224e-05
-900.0,360.0,5.6339300294781626e-05
-900.0,380.0,4.3729493004786234e-05
-900.0,400.0,3.345652977282971e-05
-900.0,420.0,2.5236066756856198e-05
-900.0,440.0,1.877109100747423e-05
-900.0,460.0,1.37713839267284e-05
-900.0,480.0,9.967318169630202e-06
-900.0,500.0,7.118404084130604e-06
-900.0,520.0,5.017407041013914e-06
-900.0,540.0,3.491038976563734e-06
-900.0,560.0,2.3982377288197786e-06
-900.0,580.0,1.6269436510161835e-06
-900.0,600.0,1.0901170229988993e-06
-900.0,620.0,7.215536845033605e-07
-900.0,640.0,4.7187908955216235e-07
-900.0,660.0,3.0494965661670527e-07
-900.0,680.0,1.947721747217399e-07
-900.0,700.0,1.2296751901160302e-07
-900.0,720.0,7.675020167826053e-08
-900.0,740.0,4.736448035637876e-08
-900.0,760.0,2.8904565184978112e-08
-900.0,780.0,1.744514578635562e-08
-900.0,800.0,1.041427400075146e-08
-900.0,820.0,6.150042140174034e-09
-900.0,840.0,3.593052051876348e-09
-900.0,860.0,2.0768605821389707e-09
-900.0,880.0,1.187592815433453e-09
-900.0,900.0,6.714010236823388e-10
-900.0,920.0,3.7438612351202304e-10
-900.0,940.0,2.041317218241545e-10
-900.0,960.0,1.0534647338627231e-10
-900.0,980.0,4.450157468069763e-11
-900.0,1000.0,0.0
-880.0,-1000.0,0.0
-880.0,-980.0,1.171537953058488e-09
-880.0,-960.0,2.705403396083941e-09
-880.0,-940.0,5.064891822790268e-09
-880.0,-920.0,8.939786473108043e-09
-880.0,-900.0,1.5425801411685638e-08
-880.0,-880.0,2.6297559579051297e-08
-880.0,-860.0,4.4431560602122816e-08
-880.0,-840.0,7.44607437849973e-08
-880.0,-820.0,1.2377777712869318e-07
-880.0,-800.0,2.0405219235968364e-07
-880.0,-780.0,3.3348840672620173e-07
-880.0,-760.0,5.401272827102079e-07
-880.0,-740.0,8.66579538753298e-07
-880.0,-720.0,1.3766656119327012e-06
-880.0,-700.0,2.1645051948785584e-06
-880.0,-680.0,3.3666199744938692e-06
-880.0,-660.0,5.177538891214476e-06
-880.0,-640.0,7.869163223869908e-06
-880.0,-620.0,1.1813680861496826e-05
-880.0,-600.0,1.7509031355384426e-05
-880.0,-580.0,2.5604745567625996e-05
-880.0,-560.0,3.6924392835779837e-05
-880.0,-540.0,5.247893762158783e-05
-880.0,-520.0,7.346326837188049e-05
-880.0,-500.0,0.00010122646977483107
-880.0,-480.0,0.0001372057904092534
-880.0,-460.0,0.0001828156843700199
-880.0,-440.0,0.00023928785200478058
-880.0,-420.0,0.00030746670159452466
-880.0,-400.0,0.00038757711782236586
-880.0,-380.0,0.0004789963624759405
-880.0,-360.0,0.0005800758313548297
-880.0,-340.0,0.0006880658774416548
-880.0,-320.0,0.000799192098851241
-880.0,-300.0,0.0009089105171475944
-880.0,-280.0,0.001012332985513808
-880.0,-260.0,0.0011047705535215187
-880.0,-240.0,0.0011823042905067045
-880.0,-220.0,0.0012422741111897647
-880.0,-200.0,0.0012835853915197032
-880.0,-180.0,0.0013067700997730404
-880.0,-160.0,0.00131379332345325
-880.0,-140.0,0.0013076510291997363
-880.0,-120.0,0.0012918449027252352
-880.0,-100.0,0.0012698359693034348
-880.0,-80.0,0.001244570106788271
-880.0,-60.0,0.0012181424582474217
-880.0,-40.0,0.0011916340686898112
-880.0,-20.0,0.0011651216236752244
-880.0,0.0,0.0011378354071871779
-880.0,20.0,0.001108423564131204
-880.0,40.0,0.0010752723103228626
-880.0,60.0,0.001036830874502722
-880.0,80.0,0.0009918955176909138
-880.0,100.0,0.0009398176930137918
-880.0,120.0,0.0008806156957499914
-880.0,140.0,0.0008149849559895077
-880.0,160.0,0.0007442170783433925
-880.0,180.0,0.000670049569073309
-880.0,200.0,0.0005944752518936174
-880.0,220.0,0.0005195419912943961
-880.0,240.0,0.00044716995137408414
-880.0,260.0,0.0003790065644253518
-880.0,280.0,0.00031633050993126364
-880.0,300.0,0.0002600071691333791
-880.0,320.0,0.00021049069465912222
-880.0,340.0,0.00016786287990982045
-880.0,360.0,0.00013189665052130322
-880.0,380.0,0.0001021319352179332
-880.0,400.0,7.795329544044486e-05
-880.0,420.0,5.866128400116582e-05
-880.0,440.0,4.3532400840600874e-05
-880.0,460.0,3.1865212724363244e-05
-880.0,480.0,2.3012389524174393e-05
-880.0,500.0,1.6399948950962785e-05
-880.0,520.0,1.1535900898026598e-05
-880.0,540.0,8.0108386817943e-06
-880.0,560.0,5.492977172521153e-06
-880.0,580.0,3.719832967721908e-06
-880.0,600.0,2.48830743192098e-06
-880.0,620.0,1.6444678352524565e-06
-880.0,640.0,1.0738906496511994e-06
-880.0,660.0,6.930707484840897e-07
-880.0,680.0,4.4212439521773194e-07
-880.0,700.0,2.788204287664201e-07
-880.0,720.0,1.7385176608699935e-07
-880.0,740.0,1.0719309024901066e-07
-880.0,760.0,6.53648267504171e-08
-880.0,780.0,3.942442148244288e-08
-880.0,800.0,2.3522437422182037e-08
-880.0,820.0,1.3884929953960602e-08
-880.0,840.0,8.1094459526734e-09
-880.0,860.0,4.6864812808465164e-09
-880.0,880.0,2.6795904455607135e-09
-880.0,900.0,1.5149290259006003e-09
-880.0,920.0,8.448579766395795e-10
-880.0,940.0,4.6074737543623957e-10
-880.0,960.0,2.3783499316644826e-10
-880.0,980.0,1.0048874504831537e-10
-880.0,1000.0,0.0
-860.0,-1000.0,0.0
-860.0,-980.0,2.6648844343462655e-09
-860.0,-960.0,6.138278976517598e-09
